CY095568.2
CY128900.1
CY128884.1
CY128884.1
CY125660.1
CY125660.1
CY128858.1
CY128858.1
CY125628.1
CY125628.1
CY187027.1
CY187027.1
CY186598.1
CY186598.1
CY204159.1
CY204159.1
KY284512.1
KY284512.1
CY139229.1
CY139229.1
CY139237.1
CY139237.1
CY139285.1
CY139285.1
CY129172.1
CY129172.1
CY125644.1
CY125644.1
CY128908.1
CY128908.1
CY128940.1
CY128940.1
CY128834.1
CY128834.1
CY128842.1
CY128842.1
CY128850.1
CY128850.1
CY125636.1
CY125636.1
CY095456.1
CY095456.1
CY095464.1
CY095464.1
CY095472.1
CY095472.1
CY047654.1
CY047654.1
CY133280.1
CY133280.1
CY166571.1
CY166571.1
CY166903.1
CY166903.1
CY096984.1
CY096984.1
CY075947.1
CY076099.1
CY076099.1
CY097165.1
CY097165.1
CY079410.1
CY079410.1
KY561314.1
KY561314.1
CY076171.1
CY076171.1
KU289752.1
KU289752.1
KU289760.1
KU289760.1
KU289768.1
KU289768.1
KU289776.1
KU289776.1
KU289784.1
KU289784.1
KU289792.1
KU289792.1
KU289800.1
KU289800.1
KU289808.1
KU289808.1
KU289816.1
KU289816.1
KU289824.1
KU289824.1
KU289832.1
KU289832.1
KU289840.1
KU289840.1
KU289848.1
KU289848.1
KU289856.1
KU289856.1
KU289864.1
KU289864.1
KU289877.1
KU289877.1
KU289885.1
KU289885.1
KU289893.1
KU289893.1
KY551282.1
KY551282.1
KX714368.1
KX714368.1
KX714376.1
KX714376.1
KX714384.1
KX714384.1
KX714392.1
KX714392.1
KX714312.1
KX714312.1
KX714400.1
KX714400.1
KX714408.1
KX714408.1
KX714416.1
KX714416.1
KX714424.1
KX714424.1
KX714432.1
KX714432.1
KX714440.1
KX714440.1
KX714448.1
KX714448.1
KX714456.1
KX714456.1
KX714464.1
KX714464.1
KX714472.1
KX714472.1
KX714320.1
KX714320.1
KX714328.1
KX714328.1
KX714336.1
KX714336.1
KT338347.1
KT338347.1
KT338355.1
KT338355.1
JX080888.1
JX080888.1
JX080881.1
JX080881.1
JX080883.1
JX080883.1
JX080880.1
JX080880.1
JX080890.1
JX080890.1
JX080892.1
JX080892.1
JX080870.1
JX080870.1
JX080868.1
JX080868.1
JX080887.1
JX080887.1
JX080904.1
JX080904.1
JX080911.1
JX080911.1
JX080912.1
JX080912.1
JX080913.1
JX080913.1
JX080878.1
JX080878.1
KX714344.1
KX714344.1
KT338410.1
KT338410.1
KT338418.1
KT338418.1
KT338450.1
KT338450.1
KT338535.1
KT338535.1
KT338567.1
KT338567.1
KX714352.1
KX714352.1
KX714360.1
KX714360.1
CY076355.1
CY076355.1
CY076011.1
CY076011.1
CY047017.1
CY076235.1
CY076235.1
CY076347.1
CY076347.1
CY076363.1
CY076363.1
CY076419.1
CY076419.1
CY076443.1
CY076443.1
CY076027.1
CY076027.1
CY045381.1
CY076683.1
CY076683.1
CY076691.1
CY076691.1
KY550769.1
KY550769.1
KY550753.1
KY550753.1
KY550823.1
KY550823.1
CY033442.1
CY033442.1
KY550847.1
KY550847.1
KY551298.1
KY551298.1
KY551329.1
KY551329.1
KU201726.1
KU201726.1
CY079474.1
CY079474.1
CY132899.1
CY132899.1
CY132923.1
CY132923.1
CY132979.1
CY132979.1
CY132995.1
CY132995.1
CY133003.1
CY133003.1
CY133019.1
CY133019.1
CY133535.1
CY133535.1
CY133043.1
CY133043.1
CY166392.1
CY166392.1
CY186681.1
CY186681.1
KY561326.1
KY561326.1
KY284366.1
KY284366.1
CY097209.1
CY097209.1
CY097201.1
CY097201.1
KY550886.1
KY550886.1
CY130475.1
CY130475.1
CY135677.1
CY135677.1
CY135735.1
CY135735.1
CY136049.1
CY136049.1
CY136025.1
CY136025.1
CY143490.1
CY143490.1
CY143506.1
CY143506.1
CY143522.1
CY143522.1
CY143530.1
CY143530.1
CY143554.1
CY143554.1
CY143562.1
CY143562.1
CY143570.1
CY143570.1
CY143578.1
CY143578.1
CY143586.1
CY143586.1
CY196023.1
CY196023.1
CY196031.1
CY196031.1
CY196095.1
CY196095.1
CY196151.1
CY196151.1
CY196159.1
CY196159.1
CY196184.1
CY196184.1
CY196224.1
CY196224.1
CY196232.1
CY196232.1
CY196292.1
CY196292.1
CY196300.1
CY196300.1
CY196385.1
CY196385.1
CY196649.1
CY196649.1
CY038384.1
CY038384.1
CY039800.1
CY039800.1
CY077386.1
CY077386.1
CY077244.1
CY077244.1
CY047033.1
CY047033.1
CY143176.1
CY143176.1
CY143200.1
CY143200.1
CY143450.1
CY143450.1
CY135461.1
CY135461.1
CY135405.1
CY135405.1
CY135533.1
CY135533.1
CY135541.1
CY135541.1
CY135557.1
CY135557.1
CY142012.1
CY142012.1
CY142432.1
CY142432.1
CY142440.1
CY142440.1
CY142616.1
CY142616.1
CY142632.1
CY142632.1
CY142031.1
CY142031.1
CY142047.1
CY142047.1
CY142071.1
CY142071.1
CY142976.1
CY142976.1
KY551021.1
KY551021.1
KY551251.1
KY551251.1
CY047686.1
CY047686.1
CY190033.1
CY190033.1
CY140858.1
CY140858.1
CY079314.1
CY079314.1
CY133675.1
CY133675.1
CY133683.1
CY133683.1
CY133691.1
CY133691.1
CY133699.1
CY133699.1
CY166774.1
CY166774.1
CY166838.1
CY166838.1
CY133647.1
CY133647.1
CY167181.1
CY167181.1
CY167198.1
CY167198.1
CY167238.1
CY167238.1
CY167246.1
CY167246.1
CY186794.1
CY186794.1
KY561234.1
KY561234.1
KY561075.1
KY561075.1
CY097684.1
CY097684.1
CY097692.1
CY097692.1
CY097157.1
CY097157.1
KY550902.1
KY550902.1
CY133363.1
CY133363.1
KY583778.1
KY583778.1
KY284436.1
KY284436.1
KY561065.1
KY561065.1
KY561081.1
KY561081.1
CY186853.1
CY186853.1
CY186861.1
CY186861.1
CY186925.1
CY186925.1
CY186563.1
CY186563.1
CY187035.1
CY187035.1
KJ527636.1
KJ527636.1
KJ527620.1
KJ527620.1
KJ568191.1
KJ568191.1
KJ567999.1
KJ567999.1
KJ568255.1
KJ568255.1
KJ568215.1
KJ568215.1
KJ568055.1
KJ568055.1
KJ568135.1
KJ568135.1
KJ567911.1
KJ567911.1
KJ568247.1
KJ568247.1
KJ568159.1
KJ568159.1
KJ567927.1
KJ567927.1
KJ568279.1
KJ568279.1
KJ568015.1
KJ568015.1
KJ567983.1
KJ567983.1
KJ567879.1
KJ567879.1
KJ568063.1
KJ568063.1
KJ568079.1
KJ568079.1
KJ567991.1
KJ567991.1
KJ568415.1
KJ568415.1
KJ568375.1
KJ568375.1
KJ567871.1
KJ567871.1
KJ568111.1
KJ568111.1
KJ568303.1
KJ568303.1
KJ568143.1
KJ568143.1
KJ568319.1
KJ568319.1
KJ567855.1
KJ567855.1
KJ568095.1
KJ568095.1
KJ568359.1
KJ568359.1
KY583913.1
KY583913.1
KY583779.1
KY583779.1
KY284472.1
KY284472.1
CY076043.1
CY076043.1
CY076483.1
CY076483.1
KU201734.1
KU201734.1
KY551093.1
KY551093.1
KY551085.1
KY551085.1
KY551069.1
KY551069.1
KY551125.1
KY551125.1
KY551117.1
KY551117.1
KY551101.1
KY551101.1
KY551109.1
KY551109.1
CY140959.1
CY140959.1
CY141063.1
CY141063.1
KY551306.1
KY551306.1
KY551457.1
KY551457.1
KY551393.1
KY551393.1
KY551409.1
KY551409.1
KP739419.1
KP739419.1
CY079426.1
CY079426.1
CY079434.1
CY079434.1
CY079346.1
CY079346.1
CY079370.1
CY079370.1
CY132947.1
CY132947.1
CY133091.1
CY133091.1
CY133240.1
CY133240.1
CY133159.1
CY133159.1
CY166328.1
CY166328.1
CY166539.1
CY166539.1
CY166635.1
CY166635.1
CY166643.1
CY166643.1
CY166651.1
CY166651.1
CY166192.1
CY166192.1
CY166232.1
CY166232.1
CY166686.1
CY166686.1
CY187158.1
CY187158.1
CY187166.1
CY187166.1
CY187133.1
CY187133.1
CY187190.1
CY187190.1
CY187141.1
CY187141.1
KJ568031.1
KJ568031.1
KJ568119.1
KJ568119.1
KJ568391.1
KJ568391.1
CY097460.1
CY097460.1
CY097364.1
CY097364.1
CY097508.1
CY097508.1
KX185931.1
KX185931.1
CY043982.1
CY043982.1
CY035805.1
CY035805.1
CY077362.1
CY077362.1
CY077212.1
CY077212.1
CY166798.1
CY166798.1
CY166830.1
CY166830.1
GU050065.1
CY101804.1
CY101804.1
CY133883.1
CY133883.1
CY134317.1
CY134317.1
CY133891.1
CY133891.1
CY120633.1
CY120633.1
CY177027.1
CY177027.1
CY093796.1
CY093796.1
CY093804.1
CY093804.1
CY093812.1
CY093812.1
CY093820.1
CY093820.1
CY094387.1
CY094387.1
CY094395.1
CY094395.1
CY093828.1
CY093828.1
CY093836.1
CY093836.1
CY094403.1
CY094403.1
CY093844.1
CY093844.1
CY093852.1
CY093852.1
CY094411.1
CY094411.1
CY094419.1
CY094419.1
KX351716.1
CY094427.1
CY094427.1
CY033354.1
CY033354.1
CY032898.1
CY032898.1
CY033386.1
CY033386.1
CY093860.1
CY093860.1
CY033394.1
CY033394.1
CY032702.1
CY032702.1
CY033410.1
CY033410.1
CY033418.1
CY033418.1
CY032906.1
CY032906.1
CY033434.1
CY033434.1
CY094435.1
CY094435.1
KY983214.1
KY983214.1
KY983220.1
KY983220.1
KY983219.1
KY983219.1
KY983230.1
KY983230.1
KY983146.1
KY983146.1
KY983223.1
KY983223.1
KY983130.1
KY983130.1
KX351680.1
KX351609.1
KY828636.1
KY828636.1
KX986861.1
KX986861.1
CY196349.1
CY196349.1
CY196377.1
CY196377.1
CY078921.1
CY078921.1
CY130338.1
CY130338.1
CY133462.1
CY133462.1
GQ923195.1
GQ923203.1
CY140541.1
CY140541.1
CY140549.1
CY140549.1
MG280532.1
MG280532.1
KY575194.1
KY575194.1
CY140629.1
CY140629.1
CY133430.1
CY133430.1
CY125451.1
CY125451.1
CY125539.1
CY125539.1
CY125515.1
CY125515.1
CY125467.1
CY125467.1
CY125547.1
CY125547.1
CY125555.1
CY125555.1
CY125459.1
CY125459.1
CY125299.1
CY125299.1
CY125531.1
CY125531.1
CY125475.1
CY125475.1
MG280003.1
MG280003.1
MG280413.1
MG280413.1
KU201750.1
KU201750.1
KU201614.1
KU201614.1
KY551353.1
KY551353.1
KU201878.1
KU201878.1
KU201886.1
KU201886.1
KU201822.1
KU201822.1
KU201854.1
KU201854.1
KU201862.1
KU201862.1
HQ244405.1
HM570064.1
HM570064.1
KU646950.1
KU646950.1
KU646966.1
KU646966.1
KU646982.1
KU646982.1
KU646974.1
KU646974.1
KP636484.1
KP636484.1
KM251522.1
KM251522.1
MF040670.1
MF040670.1
KT699054.1
KT699054.1
KT717280.1
KT717280.1
KT717288.1
KT717288.1
KT717296.1
KT717296.1
KT717304.1
KT717304.1
KT717264.1
KT717264.1
KT717256.1
KT717256.1
KT717272.1
KT717272.1
KT717240.1
KT717240.1
KT717248.1
KT717248.1
KT717208.1
KT717208.1
KT717216.1
KT717216.1
KT717224.1
KT717224.1
KT717232.1
KT717232.1
KM076702.1
KM076702.1
KU881710.1
KU881710.1
KU881702.1
KU881702.1
KU881718.1
KU881718.1
KU881694.1
KU881694.1
KU881686.1
KU881686.1
KU881670.1
KU881670.1
KU881678.1
KU881678.1
KM245333.1
CY185361.1
CY185361.1
CY185353.1
CY185353.1
CY077622.1
CY077622.1
JQ973646.1
JQ973646.1
GQ203120.1
GQ203120.1
KJ508930.1
KJ508930.1
KJ508964.1
KJ508964.1
KJ508978.1
KJ508978.1
KJ508994.1
KJ508994.1
KJ509002.1
KJ509002.1
KJ509010.1
KJ509010.1
KJ509026.1
KJ509026.1
KJ509034.1
KJ509034.1
MF575078.1
MF575078.1
MF575013.1
MF575013.1
MF146165.1
MF146165.1
MF147392.1
MF147392.1
CY076982.1
CY076982.1
CY041280.1
CY041280.1
CY017771.1
CY017771.1
CY021619.1
CY021619.1
KT327409.1
KT327409.1
CY177447.1
CY177447.1
CY076123.1
CY076123.1
CY179833.1
CY179833.1
GU050248.1
JX080914.1
JX080914.1
EU500842.1
GU050111.1
GU050126.1
CY127919.1
CY127919.1
MF046330.1
KU201942.1
GQ923363.1
CY021683.1
CY021683.1
KU201742.1
KU201742.1
GQ923355.1
KU201918.1
KU201918.1
GU050134.1
GQ923323.1
GQ923331.1
AF508629.1
AF508631.1
AF508632.1
GU052087.1
AF508626.1
HM006749.1
AY180867.1
AF508633.1
AF508636.1
AF508634.1
FJ610140.1
FJ610140.1
KX185898.1
KX185898.1
AB753175.1
AB753175.1
KF768202.1
MF399546.1
MF399578.1
KU201926.1
KU201926.1
KJ509018.1
KJ509018.1
KT454937.1
KT454937.1
MF040678.1
MF040678.1
MF040686.1
MF040686.1
CY016785.1
MF073915.1
MF073915.1
EU443602.1
EU443598.1
EU443600.1
FM165520.1
CY017041.1
CY036179.1
CY036179.1
MF362101.1
MF362101.1
KP865879.1
AY180856.1
CY117201.1
CY117201.1
CY117209.1
CY117209.1
CY117217.1
CY117217.1
GQ404711.1
GQ404719.1
AB753183.1
AB753183.1
KR010433.1
KR010441.1
JQ710455.1
JQ710455.1
KX979756.1
KX979756.1
KX979629.1
KX979629.1
KX979708.1
KX979708.1
MF146322.1
MF146322.1
KX979805.1
KX979630.1
KX979621.1
KX979747.1
KX979656.1
KX979746.1
MF146040.1
CY043862.1
MF575292.1
KF695260.1
KF695260.1
MF575181.1
CY077054.1
CY077054.1
MF575137.1
KX979683.1
MF362154.1
CY041368.1
CY041368.1
MF147341.1
MF147341.1
KX979635.1
KX979635.1
MF147470.1
MF147470.1
MF147794.1
MF147794.1
MF694259.1
MF694259.1
MF148010.1
MF148010.1
CY130148.1
CY130148.1
MF399634.1
MF399634.1
MF399538.1
MF399586.1
MF399594.1
MF399594.1
MF399626.1
MF399642.1
MF399642.1
MF399658.1
KT454945.1
KT454945.1
GU052079.1
MF399610.1
CY034836.1
CY034836.1
CY031226.1
CY031226.1
CY035960.1
CY035960.1
CY028513.1
CY028513.1
CY036000.1
CY036000.1
CY028602.1
CY028602.1
CY034284.1
CY034284.1
CY031657.1
CY031657.1
CY031681.1
CY031681.1
CY031729.1
CY031729.1
CY033287.1
CY033287.1
CY034244.1
CY034244.1
CY031769.1
CY031769.1
CY028578.1
CY028578.1
CY035928.1
CY035928.1
CY037069.1
CY037069.1
GQ923139.1
CY023974.1
CY024558.1
CY024342.1
CY024494.1
CY024414.1
CY024510.1
KR010425.1
CY149370.1
CY149370.1
AB753191.1
AB753191.1
AB753207.1
AB753207.1
EU182263.1
EU182263.1
CY036075.1
CY036075.1
KC535015.1
KC535015.1
JN714474.1
JN714474.1
KJ509122.1
KJ509122.1
JF917101.1
JN202570.1
JN202570.1
JN202571.1
JN202571.1
AY633210.1
CY100632.1
CY100632.1
KY320438.1
KY320438.1
CY185567.1
MF148003.1
MF148003.1
EU443597.1
GQ907316.1
GQ907324.1
GU186751.1
JX420236.1
JX420236.1
JX420132.1
JX420132.1
JX420220.1
JX420220.1
JX420188.1
JX420188.1
CY046164.1
CY046164.1
JN860170.1
JN860170.1
JF916711.1
HM050397.1
KF013948.1
KF013948.1
JX420228.1
JX420228.1
CY034852.1
CY034852.1
CY036008.1
CY036008.1
CY031713.1
CY031713.1
CY033231.1
CY033231.1
CY033271.1
CY033271.1
CY095058.1
CY095058.1
CY036040.1
CY036040.1
CY034796.1
CY034796.1
CY095234.1
CY095234.1
CY095226.1
CY095226.1
CY029533.1
CY029533.1
EU930970.1
EU930970.1
EU930986.1
EU930986.1
EU931010.1
EU931010.1
CY029637.1
CY029637.1
CY029669.1
CY029669.1
CY029573.1
CY029573.1
CY029677.1
CY029677.1
CY029693.1
CY029693.1
CY029701.1
CY029701.1
CY029717.1
CY029717.1
CY029741.1
CY029741.1
CY029757.1
CY029757.1
CY029765.1
CY029765.1
KX513131.1
KX513131.1
KX513127.1
KX513127.1
AB593437.1
AB593437.1
LC167700.1
LC167700.1
LC167740.1
LC167740.1
LC167748.1
LC167748.1
LC167756.1
LC167756.1
LC167764.1
LC167764.1
LC194845.1
LC194845.1
LC167540.1
LC167540.1
LC167548.1
LC167548.1
LC167556.1
LC167556.1
LC167564.1
LC167564.1
LC167580.1
LC167580.1
LC167620.1
LC167620.1
LC167644.1
LC167644.1
LC194837.1
LC194837.1
LC167796.1
LC167796.1
LC167788.1
LC167788.1
AB742253.1
AB742253.1
CY030317.1
CY030317.1
CY030397.1
CY030397.1
CY030405.1
CY030405.1
CY030437.1
CY030437.1
CY030261.1
CY030261.1
CY030543.1
CY030543.1
CY030269.1
CY030269.1
LC200415.1
LC200415.1
MF399554.1
MF399602.1
MF399618.1
MF399618.1
MF399666.1
KC492434.1
KU201702.1
KU201702.1
KU201630.1
KU201630.1
KU201806.1
KU201806.1
KU201838.1
KU201838.1
KP307974.1
KM373936.1
KM373936.1
KX986855.1
KX986855.1
KX986856.1
KX986856.1
MG280486.1
MG280486.1
MG279960.1
MG279960.1
MG280378.1
MG280378.1
MG279987.1
MG279987.1
MG279927.1
MG279927.1
MG280132.1
MG280132.1
MG279730.1
MG279730.1
MG280196.1
MG280196.1
MG280187.1
MG280187.1
MG280578.1
MG280578.1
GU050088.1
MG280374.1
MG280374.1
MG280367.1
MG280367.1
GU186480.1
MG279877.1
MG279877.1
KU201662.1
KU201662.1
KU201670.1
KU201670.1
KU201678.1
KU201678.1
KY551274.1
KY551274.1
GU050073.1
CY094877.1
CY094877.1
CY094869.1
CY077666.1
CY094893.1
CY094893.1
GQ168608.1
KX151174.1
KX151174.1
GU052928.1
FM165528.1
CY117185.1
CY117185.1
CY117177.1
CY117177.1
CY117161.1
CY117161.1
CY117153.1
CY117153.1
CY117169.1
CY117169.1
CY116729.1
EU443601.1
KY171638.1
LC093085.1
LC093085.1
KY415848.1
KY415848.1
AF508639.1
AB753199.1
MF399650.1
HQ025947.1
HQ025947.1
JF323833.1
JF323834.1
JF323835.1
JF323836.1
JF323837.1
JF323838.1
JF323839.1
JF323840.1
JF323841.1
JF323829.1
JF323830.1
JF323831.1
JF323832.1
KY171460.1
KY171460.1
KT454953.1
KU646958.1
KU646958.1
KX156718.1
KX156718.1
KX227137.1
KX227137.1
MF575258.1
MF575258.1
KY320441.1
KY320441.1
CY021251.1
CY021251.1
CY166200.1
CY166200.1
CY055173.1
CY055173.1
EU301401.1
EU301402.1
EU301403.1
EU301404.1
CY098220.1
CY098220.1
KY584073.1
KY584073.1
CY098228.1
CY098228.1
CY088570.1
CY098236.1
CY098236.1
EU301405.1
EU301406.1
EU301407.1
EU301408.1
EU301409.1
EU301410.1
CY098530.1
CY098530.1
GU361310.1
GU361310.1
GU361311.1
GU361311.1
GU361312.1
GU361312.1
GU361313.1
GU361313.1
GU361314.1
GU361314.1
GU361315.1
GU361315.1
GU361304.1
GU361304.1
GU361316.1
GU361316.1
GU361317.1
GU361317.1
GU361318.1
GU361318.1
GU361319.1
GU361319.1
GU361320.1
GU361320.1
GU361321.1
GU361321.1
GU361322.1
GU361322.1
GU361323.1
GU361323.1
GU361324.1
GU361324.1
GU361325.1
GU361325.1
GU361326.1
GU361326.1
GU361327.1
GU361327.1
GU361340.1
GU361340.1
GU361328.1
GU361328.1
GU361329.1
GU361329.1
GU361330.1
GU361330.1
GU361331.1
GU361331.1
GU361332.1
GU361332.1
GU361333.1
GU361333.1
GU361334.1
GU361334.1
GU361335.1
GU361335.1
GU361336.1
GU361336.1
GU361337.1
GU361337.1
GU361338.1
GU361338.1
GU361339.1
GU361339.1
GU361341.1
GU361341.1
GU361342.1
GU361342.1
GU361343.1
GU361343.1
HQ913051.1
GU361305.1
GU361305.1
GU361306.1
GU361306.1
GU361307.1
GU361307.1
GU361308.1
GU361308.1
GU361309.1
GU361309.1
MG770142.1
