BSN409TCC_AUO32071_Suidae_2017.661111	P	16.5122485	15.76169175	21.015589	27.77059976	99.59839357	13.5100215	22.48995984	5.253897251	78.31325301	26.5060241
BXY398VXF_AUO32141_Suidae_2017.602778	P	16.51391598	15.76328343	21.76834379	27.77340414	99.59839357	13.5113858	22.48995984	5.25442781	78.31325301	26.5060241
CMU438LUB_AUO32031_Suidae_2017.658333	P	16.50895068	15.75854383	21.76179863	27.76505342	99.59839357	13.50732329	22.28915663	5.252847944	78.71485944	26.5060241
YWA378KBL_AUO32091_Suidae_2017.641667	P	16.52694054	15.77571597	21.78551253	27.79530908	99.59839357	13.52204226	22.28915663	5.258571989	78.31325301	26.90763052
SEJ526UUK_AUO32131_Suidae_2017.619444	P	16.51835284	15.76751862	21.77419239	27.78086615	99.59839357	13.51501596	22.28915663	5.255839541	78.31325301	26.90763052
KTP672HIC_ADZ05668_Suidae_2006.986111	P	16.52669742	15.7754839	22.53640557	27.04368669	99.59839357	14.27305686	22.48995984	6.009708152	77.71084337	26.30522088
WOM100IDF_AHB23221_Suidae_2004.616667	P	14.22829264	11.98172012	18.72143768	20.9680102	100	8.986290086	19.6125908	5.24200255	77.23970944	27.84503632
YPL515QAV_ANK57608_Suidae_2014.172222	P	17.28528568	15.78221736	21.79449064	27.80676392	99.59839357	13.52761488	22.28915663	5.26073912	78.31325301	26.90763052
FZF711IJN_ADV58866_Avian_2008.355556	A	17.29417549	15.79033414	21.80569953	27.82106491	99.59839357	12.78265145	22.48995984	5.263444714	78.31325301	26.5060241
SDT551VBS_AEA29260_Suidae_2009.344444	P	18.04884612	15.79274036	21.8090224	27.82530444	99.59839357	13.53663459	22.48995984	5.264246786	78.31325301	26.5060241
LOX265NQD_ADV58865_Avian_2005.402778	A	18.05405863	15.7973013	21.81532084	27.83334039	99.59839357	13.54054397	22.48995984	5.2657671	78.31325301	26.5060241
KHB145GCH_ADV58867_Suidae_2009.391667	P	15.74368513	15.74368513	20.24188088	27.73887381	99.59839357	13.49458726	22.28915663	4.498195752	78.71485944	26.5060241
MXQ621ETX_AEA29269_Suidae_2009.425	P	18.06594448	15.80770142	20.32418754	27.85166441	99.59839357	13.54945836	22.48995984	5.269233807	78.31325301	26.5060241
OJU505MQT_ADV58871_Suidae_2009.372222	P	18.02982974	15.77610102	23.28853008	27.0447446	99.59839357	13.5223723	22.48995984	5.25870034	77.71084337	26.5060241
CDL944HGH_AEN68505_Suidae_2010.916667	P	15.75136722	15.75136722	21.75188807	27.75240892	99.59839357	12.7511068	22.48995984	5.250455741	76.90763052	26.5060241
HIX036PMN_ANZ03699_Suidae_2014.347222	P	15.75136722	15.75136722	21.75188807	27.75240892	99.59839357	12.7511068	22.48995984	5.250455741	76.90763052	26.5060241
NTD137VLD_ANZ03685_Suidae_2011.191667	P	15.75136722	15.75136722	21.75188807	27.75240892	99.59839357	12.7511068	22.48995984	5.250455741	76.90763052	26.5060241
WSC040KZI_AHL21285_Suidae_2012.033333	P	15.76190727	15.76190727	21.76644337	27.77097947	99.59839357	12.75963922	22.48995984	5.253969089	77.71084337	26.5060241
YXF901ODX_ADZ96200_Suidae_2010.975	P	15.75298836	15.75298836	21.75412679	27.75526521	99.59839357	12.75241915	22.48995984	5.250996121	77.71084337	26.5060241
WNO030EGO_ANZ03686_Suidae_2011.191667	P	15.75611026	15.75611026	21.00814702	27.7607657	99.59839357	12.7549464	22.48995984	5.252036755	77.71084337	26.5060241
