ABL015BDR_ADY70998_Suidae_2001.313889	P	0	0.356989247	0.335483871	21.50537634	0.249462366	0.212903226	0.172043011	0.006465517	10.94874557	12.51285209
RHM906ZIF_ADY71058_Suidae_2001.913889	P	0	0.356076759	0.330490405	21.32196162	0.253731343	0.213219616	0.176972281	0.006410256	10.93991249	12.50275714
ZEE270XQQ_ADY70868_Suidae_2000.322222	P	0	0.356076759	0.336886994	24.73347548	0.247334755	0.215351812	0.170575693	0.006410256	10.95484475	12.51982257
UHM334RXS_ADY70958_Suidae_2001.083333	P	0	0.356076759	0.334754797	21.32196162	0.251599147	0.213219616	0.172707889	0.006410256	10.92503201	12.48575086
LXC706RWU_ADY70928_Suidae_2000.802778	P	0	0.353944563	0.332622601	21.32196162	0.255863539	0.21108742	0.174840085	0.006410256	10.93126127	12.49287003
FFQ441HFD_ADY71028_Suidae_2001.583333	P	0	0.353944563	0.328358209	21.32196162	0.251599147	0.21108742	0.174840085	0.006410256	10.95111191	12.51555646
KLY271UUJ_ADY70898_Suidae_2000.622222	P	0	0.353944563	0.330490405	21.32196162	0.251599147	0.21108742	0.174840085	0.006410256	10.95207321	12.5166551
AXG371HLI_ADY71048_Suidae_2001.713889	P	0	0.353944563	0.334754797	20.89552239	0.247334755	0.213219616	0.170575693	0.006410256	10.95516544	12.52018908
DOB817ZWV_ADY71018_Suidae_2001.455556	P	0	0.351812367	0.332622601	24.73347548	0.251599147	0.208955224	0.170575693	0.006410256	10.94117263	13.28570962
AGA050DRV_ACR83967_Suidae_2001.969444	P	0	0.356076759	0.345415778	19.40298507	0.249466951	0.213219616	0.170575693	0.006410256	10.93431391	15.62044844
NAQ367DNB_ADY70888_Suidae_2000.575	P	0	0.360341151	0.343283582	20.89552239	0.245202559	0.215351812	0.166311301	0.006410256	11.73313151	14.07975781
SBU349LWX_ADY70577_Suidae_1993.7	P	0	0.356076759	0.341151386	21.32196162	0.247334755	0.213219616	0.168443497	0.006410256	10.96197309	14.87696347
UBW059IOB_ADY71038_Suidae_2001.663889	P	0	0.353944563	0.332622601	21.32196162	0.247334755	0.215351812	0.168443497	0.006410256	10.94699424	14.85663504
ODX878OKZ_ADY70557_Suidae_1993.611111	P	0	0.357601713	0.340471092	21.41327623	0.244111349	0.214132762	0.167023555	0.006437768	10.96512724	14.88124411
YJF260BOP_ACR83965_Suidae_1993.533333	P	0	0.356076759	0.33901919	20.89552239	0.245202559	0.21108742	0.168443497	0.006410256	10.96742479	14.88436221
XYJ118KBS_ADY70547_Suidae_1993.591667	P	0	0.357601713	0.338329764	20.98501071	0.246252677	0.211991435	0.169164882	0.006437768	10.96633531	14.88288364
GMU272LYC_ADY71068_Suidae_2001.991667	P	0	0.356076759	0.330490405	21.32196162	0.253731343	0.204690832	0.174840085	0.006410256	10.95666328	14.8697573
