GU247934.2
HM060032.2
DQ991306.2
GU186787.2
GU247933.2
MF046576.2
JN244223.2
CY041332.2
MF046431.2
KC821224.2
CY077483.2
CY043818.2
JF323786.2
MF046251.2
AB378684.2
KC821218.2
KT221068.2
CY070860.2
GQ404707.2
MF046336.2
KM373964.2
CY039369.2
EF591751.2
HM060034.2
CY037089.2
LC069965.2
EU182255.2
CY077570.2
CY064075.2
GU186503.2
EU930878.2
JF323008.3
EU735796.3
CY039265.3
EU182318.3
EU742646.3
EU930886.3
GQ907352.3
JF323009.3
EU735804.3
EU931022.3
EU930958.3
EU930878.3
EU735836.3
EU930918.3
LC316717.1
LC316685.1
LC316693.1
LC316701.1
LC316709.1
KJ729377.1
KJ729361.1
KJ729369.1
KJ729353.1
AB753219.1
MF613813.1
MF613869.1
MF046516.1
MG599637.1
MF046479.1
MF613884.1
KU289740.1
CY079454.1
CY097052.1
CY097536.1
KP636480.1
CY190589.1
CY190685.1
CY191029.1
CY191037.1
CY191277.1
EU500854.1
CY138642.1
CY138650.1
CY138666.1
CY138674.1
CY138771.1
CY138819.1
CY138844.1
CY138852.1
CY138860.1
CY138868.1
CY138047.1
CY138876.1
CY138884.1
CY138892.1
CY138900.1
CY138908.1
CY138916.1
CY138055.1
CY138935.1
CY138943.1
CY138951.1
CY138959.1
CY138967.1
CY138986.1
CY139034.1
CY139042.1
CY139061.1
CY139069.1
CY139077.1
CY138067.1
CY139085.1
CY139093.1
CY139109.1
CY139126.1
CY139134.1
CY139142.1
CY139150.1
CY139167.1
CY139175.1
CY139183.1
CY139201.1
CY139209.1
CY139217.1
CY139241.1
CY139329.1
CY139346.1
CY139371.1
CY139387.1
CY139395.1
CY139423.1
CY138075.1
CY139461.1
CY138083.1
CY139491.1
CY139507.1
CY139533.1
CY139552.1
CY129376.1
CY128760.1
CY128768.1
CY129263.1
CY129336.1
CY129152.1
CY128716.1
CY129312.1
CY129255.1
CY129296.1
CY129207.1
CY129072.1
CY129360.1
CY129320.1
CY129247.1
CY128752.1
CY128670.1
CY129048.1
CY128776.1
CY129096.1
CY129064.1
CY129215.1
CY129223.1
CY129189.1
CY129080.1
CY129112.1
CY129104.1
CY129056.1
CY129128.1
CY129136.1
CY129088.1
CY129144.1
CY129160.1
CY129344.1
CY129016.1
CY128984.1
CY129008.1
CY128952.1
CY129032.1
CY129024.1
CY128976.1
CY128486.1
CY128518.1
CY128526.1
CY128510.1
CY128566.1
CY128494.1
CY128502.1
CY128992.1
CY128968.1
CY128550.1
CY128534.1
CY128542.1
CY129328.1
CY129239.1
CY128724.1
CY129280.1
CY045305.1
CY095420.1
CY095428.1
CY095436.1
CY095444.1
CY045313.1
CY047698.1
CY095492.1
CY095500.1
KC464568.1
KC464576.1
KC464584.1
KC464592.1
KC492256.1
KC492264.1
KC492272.1
KC492280.1
KC492288.1
KC492296.1
KC492304.1
KC492384.1
KC492392.1
KC492400.1
KC492416.1
KC492312.1
KC492336.1
KC492352.1
KC492368.1
KC492376.1
KC492320.1
KC492360.1
CY144573.1
CY138530.1
CY138554.1
CY138570.1
CY138578.1
CY138586.1
CY138594.1
CY138610.1
CY138618.1
CY138626.1
CY138634.1
CY128896.1
CY128880.1
CY125656.1
CY128854.1
CY125624.1
CY187023.1
CY186594.1
CY204155.1
KY284408.1
CY139225.1
CY139233.1
CY139281.1
CY129168.1
CY125640.1
CY128904.1
CY128936.1
CY128830.1
CY128838.1
CY128846.1
CY125632.1
CY095452.1
CY095460.1
CY095468.1
CY047650.1
CY133276.1
CY166567.1
CY166899.1
CY096980.1
CY075943.1
CY076095.1
CY097161.1
CY079406.1
KY561164.1
CY076167.1
KU289748.1
KU289756.1
KU289764.1
KU289772.1
KU289780.1
KU289788.1
KU289796.1
KU289804.1
KU289812.1
KU289820.1
KU289828.1
KU289836.1
KU289844.1
KU289852.1
KU289860.1
KU289873.1
KU289881.1
KU289889.1
KY551286.1
KX714372.1
KX714380.1
KX714388.1
KX714396.1
KX714316.1
KX714404.1
KX714412.1
KX714420.1
KX714428.1
KX714436.1
KX714444.1
KX714452.1
KX714460.1
KX714468.1
KX714476.1
KX714324.1
KX714332.1
KX714340.1
KT338351.1
KT338359.1
JX081113.1
JX081114.1
JX081115.1
JX081116.1
JX081117.1
JX081118.1
JX081119.1
JX081120.1
JX081121.1
JX081122.1
JX081123.1
JX081124.1
JX081125.1
JX081126.1
KX714348.1
KT338414.1
KT338422.1
KT338454.1
KT338539.1
KT338571.1
KX714356.1
KX714364.1
CY076351.1
CY076007.1
CY047013.1
CY076231.1
CY076343.1
CY076359.1
CY076415.1
CY076439.1
CY076023.1
CY045377.1
CY076679.1
CY076687.1
KY550773.1
KY550757.1
KY550827.1
CY033446.1
KY550851.1
KY551302.1
KY551333.1
KU201730.1
CY079470.1
CY132895.1
CY132919.1
CY132975.1
CY132991.1
CY132999.1
CY133015.1
CY133531.1
CY133039.1
CY166388.1
CY186677.1
KY561323.1
KY284467.1
CY097205.1
CY097197.1
KY550890.1
CY130471.1
CY135673.1
CY135731.1
CY136045.1
CY136021.1
CY143486.1
CY143502.1
CY143518.1
CY143526.1
CY143550.1
CY143558.1
CY143566.1
CY143574.1
CY143582.1
CY196019.1
CY196027.1
CY196091.1
CY196147.1
CY196155.1
CY196180.1
CY196220.1
CY196228.1
CY196288.1
CY196296.1
CY196381.1
CY196645.1
CY038388.1
CY039804.1
CY077382.1
CY077240.1
CY047029.1
CY143172.1
CY143196.1
CY143446.1
CY135457.1
CY135401.1
CY135529.1
CY135537.1
CY135553.1
CY142008.1
CY142428.1
CY142436.1
CY142612.1
CY142628.1
CY142027.1
CY142043.1
CY142067.1
CY142972.1
KY551025.1
KY551255.1
CY047682.1
CY190029.1
CY140854.1
CY079310.1
CY133671.1
CY133679.1
CY133687.1
CY133695.1
CY166770.1
CY166834.1
CY133643.1
CY167177.1
CY167194.1
CY167234.1
CY167242.1
CY186790.1
KY561213.1
KY561237.1
CY097680.1
CY097688.1
CY097153.1
KY550906.1
CY133359.1
KY583953.1
KY284470.1
KY561233.1
KY561051.1
CY186849.1
CY186857.1
CY186921.1
CY186559.1
CY187031.1
KJ527640.1
KJ527624.1
KJ568195.1
KJ568003.1
KJ568259.1
KJ568219.1
KJ568059.1
KJ568139.1
KJ567915.1
KJ568251.1
KJ568163.1
KJ567931.1
KJ568283.1
KJ568019.1
KJ567987.1
KJ567883.1
KJ568067.1
KJ568083.1
KJ567995.1
KJ568419.1
KJ568379.1
KJ567875.1
KJ568115.1
KJ568307.1
KJ568147.1
KJ568323.1
KJ567859.1
KJ568099.1
KJ568363.1
KY583767.1
KY583903.1
KY284475.1
CY076039.1
CY076479.1
KU201738.1
KY551097.1
KY551089.1
KY551073.1
KY551129.1
KY551121.1
KY551105.1
KY551113.1
CY140955.1
CY141059.1
KY551310.1
KY551461.1
KY551397.1
KY551413.1
KP739423.1
CY079422.1
CY079430.1
CY079342.1
CY079366.1
CY132943.1
CY133087.1
CY133236.1
CY133155.1
CY166324.1
CY166535.1
CY166631.1
CY166639.1
CY166647.1
CY166188.1
CY166228.1
CY166682.1
CY187154.1
CY187162.1
CY187129.1
CY187186.1
CY187137.1
KJ568035.1
KJ568123.1
KJ568395.1
CY097456.1
CY097360.1
CY097504.1
KX185930.1
CY043978.1
CY035809.1
CY077358.1
CY077208.1
CY166794.1
CY166826.1
GU050061.1
CY101800.1
CY133879.1
CY134313.1
CY133887.1
CY120629.1
CY177023.1
CY093792.1
CY093800.1
CY093808.1
CY093816.1
CY094383.1
CY094391.1
CY093824.1
CY093832.1
CY094399.1
CY093840.1
CY093848.1
CY094407.1
CY094415.1
KX351664.1
CY094423.1
CY033358.1
CY032902.1
CY033390.1
CY093856.1
CY033398.1
CY032706.1
CY033414.1
CY033422.1
CY032910.1
CY033438.1
CY094431.1
KY983196.1
KY983190.1
KY983191.1
KY983181.1
KY983225.1
KY983133.1
KY983188.1
KX351559.1
KX351541.1
KY828736.1
KX960425.1
CY196345.1
CY196373.1
CY078917.1
CY130334.1
CY133458.1
GQ923191.1
GQ923199.1
CY140537.1
CY140545.1
MG280237.1
KY575198.1
CY140625.1
CY133426.1
CY125447.1
CY125535.1
CY125511.1
CY125463.1
CY125543.1
CY125551.1
CY125455.1
CY125295.1
CY125527.1
CY125471.1
MG279797.1
MG280357.1
KU201754.1
KU201618.1
KY551357.1
KU201882.1
KU201890.1
KU201826.1
KU201858.1
KU201866.1
HQ244409.1
HM570060.1
KU646954.1
KU646970.1
KU646986.1
KU646978.1
KP636488.1
KM251485.1
MF040674.1
KT699058.1
KT717284.1
KT717292.1
KT717300.1
KT717308.1
KT717268.1
KT717260.1
KT717276.1
KT717244.1
KT717252.1
KT717212.1
KT717220.1
KT717228.1
KT717236.1
KM076706.1
KU881714.1
KU881706.1
KU881722.1
KU881698.1
KU881689.1
KU881674.1
KU881682.1
KM245337.1
CY185357.1
CY185349.1
CY077618.1
JQ973644.1
GQ184333.1
KJ508934.1
KJ508962.1
KJ508982.1
KJ508998.1
KJ509006.1
KJ509014.1
KJ509030.1
KJ509038.1
MF575050.1
MF575047.1
MF147521.1
MF146426.1
CY076978.1
CY041276.1
CY017767.1
CY021615.1
KT327413.1
CY177443.1
CY076119.1
CY179829.1
GU050244.1
JX081133.1
EU500846.1
GU050107.1
GU050122.1
CY127915.1
MF046448.1
KU201945.1
GQ923359.1
CY021679.1
KU201746.1
GQ923351.1
KU201922.1
GU050130.1
GQ923319.1
GQ923327.1
AF508585.1
AF508587.1
AF508588.1
GU052083.1
AF508582.1
EU124192.1
KF188284.1
AF508589.1
AF508592.1
AF508590.1
FJ610136.1
KX185893.1
AB753179.1
KF768204.1
MF399550.1
MF399582.1
KU201930.1
KJ509022.1
KT454941.1
MF040682.1
MF040690.1
CY016781.1
MF073919.1
EU443570.1
EU443572.1
EU443564.1
FM165524.1
CY017037.1
CY036183.1
MF362105.1
KP865988.1
KF188390.1
CY117197.1
CY117205.1
CY117213.1
GQ404707.1
GQ404715.1
AB753187.1
KR010437.1
KR010445.1
JQ710459.1
KX978742.1
KX979211.1
KX979001.1
MF146994.1
KR862610.1
KR862573.1
KR862655.1
KR862676.1
KX977776.1
KR862692.1
KR862696.1
CY043858.1
MF575157.1
KF695264.1
KR862602.1
CY077050.1
KR862607.1
KR862560.1
MF362127.1
CY041364.1
MF146378.1
KX977606.1
MF146051.1
MF147508.1
MF694035.1
MF146567.1
CY130144.1
MF399638.1
MF399542.1
MF399590.1
MF399598.1
MF399630.1
MF399646.1
MF399662.1
KT454949.1
GU052075.1
MF399614.1
CY034832.1
CY031222.1
CY035956.1
CY028509.1
CY035996.1
CY028598.1
CY034280.1
CY031653.1
CY031677.1
CY031725.1
CY033283.1
CY034240.1
CY031765.1
CY028574.1
CY035924.1
CY037065.1
GQ923135.1
CY023978.1
CY024562.1
CY024346.1
CY024498.1
CY024418.1
CY024514.1
KR010429.1
CY149366.1
AB753194.1
AB753210.1
EU182267.1
CY036079.1
KC535010.1
JN714469.1
KJ509126.1
JF917105.1
JN202562.1
JN202563.1
AY633206.1
CY100444.1
KY320434.1
KC541694.1
MF146712.1
EU443566.1
GQ907312.1
GQ907320.1
GU186747.1
JX420240.1
JX420136.1
JX420224.1
JX420192.1
CY046168.1
JN860174.1
JF916715.1
GU595163.1
KF013944.1
JX420232.1
CY034848.1
CY036004.1
CY031709.1
CY033227.1
CY033267.1
CY095054.1
CY036036.1
CY034792.1
CY095230.1
CY095222.1
CY029537.1
EU930966.1
EU930982.1
EU931006.1
CY029641.1
CY029673.1
CY029577.1
CY029681.1
CY029697.1
CY029705.1
CY029721.1
CY029745.1
CY029761.1
CY029769.1
KX513335.1
KX513205.1
AB593441.1
LC167704.1
LC167744.1
LC167752.1
LC167760.1
LC167768.1
LC194849.1
LC167544.1
LC167552.1
LC167560.1
LC167568.1
LC167584.1
LC167624.1
LC167648.1
LC194841.1
LC167800.1
LC167792.1
AB742257.1
CY030321.1
CY030401.1
CY030409.1
CY030440.1
CY030265.1
CY030546.1
CY030273.1
LC200419.1
MF399558.1
MF399606.1
MF399622.1
MF399670.1
KC492438.1
KU201706.1
KU201634.1
KU201810.1
KU201842.1
KP307978.1
KM373940.1
KX960433.1
KX960455.1
MG280504.1
MG280377.1
MG279794.1
MG280414.1
MG280330.1
MG280446.1
MG280445.1
MG279949.1
MG280205.1
MG279936.1
GU050084.1
MG280498.1
MG280588.1
GU186476.1
MG280014.1
KU201666.1
KU201674.1
KU201682.1
KY551278.1
GU050069.1
CY094873.1
CY094865.1
CY077662.1
CY094889.1
GQ168612.1
KX151178.1
GU052924.1
FM165532.1
CY117181.1
CY117173.1
CY117157.1
CY117149.1
CY117165.1
CY116725.1
EU443565.1
KY171642.1
LC093081.1
KY415716.1
AF508595.1
AB753203.1
MF399654.1
HQ025951.1
JF323781.1
JF323782.1
JF323779.1
JF323780.1
JF323783.1
JF323784.1
JF323785.1
JF323786.1
JF323787.1
JF323777.1
JF323778.1
JF323788.1
JF323789.1
KY171464.1
KT454957.1
KU646962.1
KX130824.1
KX227141.1
MF575071.1
KY320445.1
CY021247.1
CY166196.1
CY055177.1
EU301283.1
EU301274.1
EU301281.1
EU301282.1
CY098224.1
KY584077.1
CY098232.1
CY088574.1
CY098240.1
EU301279.1
EU301275.1
EU301280.1
EU301276.1
EU301277.1
EU301278.1
CY098534.1
GU361237.1
GU361238.1
GU361239.1
GU361240.1
GU361241.1
GU361242.1
GU361344.1
GU361243.1
GU361244.1
GU361245.1
GU361246.1
GU361247.1
GU361248.1
GU361249.1
GU361250.1
GU361251.1
GU361252.1
GU361253.1
GU361254.1
GU361345.1
GU361255.1
GU361256.1
GU361257.1
GU361258.1
GU361259.1
GU361260.1
GU361261.1
GU361262.1
GU361263.1
GU361264.1
GU361265.1
GU361266.1
GU361267.1
GU361268.1
GU361269.1
KX297772.1
GU361232.1
GU361233.1
GU361234.1
GU361235.1
GU361236.1
MG770146.1
MG770154.1
MG770162.1
MG770178.1
MG386184.1
MG386196.1
MG770170.1
GQ923575.1
CY039321.1
GU050319.1
GU050327.1
GU050343.1
GU050335.1
JN575025.1
JN575026.1
JN575027.1
JN575028.1
JN575029.1
FJ464617.1
FJ464618.1
JN575030.1
JN575031.1
JN575032.1
JN575033.1
JN575034.1
CY079277.1
CY080241.1
CY079269.1
CY079261.1
CY079253.1
CY079245.1
CY088723.1
CY079237.1
CY079229.1
CY080217.1
CY088715.1
CY079221.1
CY079213.1
CY205365.1
CY116917.1
GQ923231.1
GQ923255.1
GU049906.1
GQ117187.1
EU147295.1
GU050281.1
GU050289.1
GU050297.1
CY079687.1
KJ756657.1
KJ756658.1
KJ756659.1
KJ756660.1
KJ756661.1
KJ756662.1
KJ756663.1
KJ756664.1
KJ756665.1
KJ756666.1
KJ756667.1
KJ756668.1
KJ756669.1
KJ756670.1
KJ756671.1
KJ756672.1
KJ756673.1
KJ756674.1
KJ756675.1
KJ413852.1
JN808033.1
JN808028.1
KJ907513.1
KJ907729.1
KJ907505.1
KJ907545.1
KC162235.1
JX570832.1
KJ907553.1
KJ907497.1
KU201802.1
GQ907288.1
KR732495.1
HM172183.1
HM172462.1
FJ461727.1
HM172185.1
KF735645.1
CY041388.1
KR862540.1
KX979558.1
KX979461.1
KX978681.1
MF146256.1
KX121190.1
LC275039.1
LC275047.1
KJ013299.1
JX444813.1
KJ509142.1
KJ508926.1
KJ508974.1
KC609795.1
KR862543.1
KX978984.1
KR862576.1
KR862593.1
GQ386151.1
KX977631.1
KX977791.1
KX979193.1
KR862616.1
KR862651.1
KR862552.1
KR862554.1
KX978281.1
KP286455.1
CY005693.1
CY005654.1
CY179813.1
MG280069.1
CY020887.1
CY020767.1
KX879567.1
CY014874.1
CY018895.1
CY021655.1
CY016126.1
CY015445.1
CY028638.1
MG279888.1
CY028269.1
CY041308.1
GQ907296.1
GQ907304.1
CY149574.1
CY125343.1
CY129420.1
CY125367.1
CY125375.1
CY167064.1
KR824606.1
LC274936.1
LC274944.1
LC274952.1
LC198530.1
LC198538.1
AB684173.1
KC703331.1
GU121384.1
HM590764.1
HM590774.1
CY036231.1
GU052247.1
KC541689.1
KC541690.1
KC541691.1
KC541692.1
KC541700.1
MF682632.1
KC541693.1
CY185659.1
LC314560.1
LC314512.1
CY149486.1
CY138147.1
MF147895.1
CY041380.1
CY076994.1
MF575061.1
KR862619.1
KX977969.1
KX978063.1
MF145775.1
KX978420.1
MF146903.1
MF694218.1
KX978419.1
MF682859.1
KX978990.1
MF147624.1
MF147550.1
KX978567.1
KX979444.1
MF694073.1
MF147073.1
KX979030.1
KX978317.1
MF147896.1
KX978616.1
KX978813.1
MF146420.1
KX978581.1
KX978265.1
KX977740.1
KY243234.1
MF146032.1
KX977992.1
MF145987.1
KX979519.1
KX977686.1
MF146064.1
MF145803.1
KX977945.1
MF694055.1
KX978807.1
MF146617.1
KX977944.1
KX978403.1
KX978010.1
KX979086.1
KX978825.1
MF147996.1
MF147277.1
MF147287.1
MF147960.1
KR862638.1
MF147018.1
MF147132.1
KX978278.1
MF146207.1
KX978571.1
MF147839.1
MF146126.1
MF146173.1
MF146220.1
KX978790.1
MF146552.1
MF146683.1
MF146719.1
MF145788.1
MF147696.1
KX977639.1
KX978222.1
MF146960.1
MF147745.1
MF148001.1
MF147800.1
MF145821.1
MF146273.1
KX979218.1
MF146535.1
MF146070.1
MF146113.1
MF147639.1
MF146088.1
KX978553.1
KX978823.1
MF147291.1
MF147856.1
MF147701.1
MF148035.1
MF146824.1
KX979259.1
MF146619.1
KX977923.1
MF146976.1
KX978818.1
MF145872.1
MF145776.1
MF146563.1
KX979056.1
MF147234.1
MF147645.1
KX978451.1
MF147172.1
KR862627.1
KX977930.1
MF145802.1
MF147736.1
MF147414.1
MF147336.1
MF147244.1
MF146651.1
KX978643.1
MF147444.1
KR862620.1
MF147941.1
KX979490.1
KX977661.1
KX979355.1
MF147176.1
KX978838.1
MF694202.1
KX977952.1
MF146749.1
MF148002.1
KX979127.1
MF959971.1
KX977773.1
MF148116.1
MF575033.1
MF146612.1
KX977982.1
MF575234.1
MF147809.1
KX979475.1
MF146267.1
MF575106.1
KX978619.1
KX979584.1
MF147840.1
MF147969.1
MF575182.1
MF146228.1
MF146195.1
KX977795.1
MF147861.1
MF146559.1
KX977981.1
KX978394.1
MF146151.1
KR087574.1
MF145954.1
MF145730.1
KX977752.1
MF145950.1
KR862633.1
MF145953.1
MF146797.1
KX978134.1
MF146282.1
KX978503.1
MF147028.1
MF147490.1
KX979002.1
MF146751.1
KX977784.1
KX979317.1
MF147777.1
KX978614.1
MF682887.1
MF147008.1
KR862621.1
KX978650.1
MF147245.1
MF146611.1
KX979312.1
KX979426.1
KX977962.1
MF694043.1
MF147492.1
MF147029.1
MF145712.1
MF146791.1
KR862632.1
MF147262.1
MF146079.1
MF575134.1
KX977883.1
KX977788.1
MF147837.1
KX978460.1
MF147021.1
KR862618.1
MF148017.1
KX978174.1
MF575262.1
KR862628.1
MF146615.1
MF147136.1
MF575164.1
MF682913.1
KX977608.1
KX977906.1
MF146974.1
KX979162.1
MF147948.1
KR862629.1
KX979288.1
MF145928.1
MF575163.1
MF147366.1
KR862630.1
MF147694.1
MF146775.1
MF147180.1
MF147193.1
KR862631.1
MF146330.1
MF146089.1
MF147663.1
KX977908.1
MF147540.1
MF146453.1
KX978867.1
MF148071.1
KR862622.1
KX978863.1
MF147150.1
MF145747.1
KX978111.1
MF575317.1
KX977812.1
MF147500.1
CY185395.1
MF145784.1
MF147364.1
MF147296.1
MF146690.1
KX979486.1
MF146961.1
MF147038.1
MF147667.1
MF147872.1
MF146540.1
MF146879.1
MF147087.1
MF146896.1
MF147416.1
KX978986.1
MF682679.1
MF146904.1
MF146192.1
MF145820.1
MF146789.1
KR862623.1
MF146652.1
MF575188.1
MF145877.1
KX979375.1
KX978212.1
KX977687.1
MF147704.1
MF146249.1
MF146842.1
MF148088.1
MF148081.1
KX979232.1
MF145794.1
MF147724.1
MF146251.1
MF147157.1
KX978105.1
MF147337.1
MF145716.1
MF146636.1
MF147548.1
MF147318.1
MF146764.1
MF146570.1
MF147644.1
MF575219.1
MF147900.1
KR862624.1
KX977948.1
MF146722.1
MF145720.1
MF147104.1
KX978079.1
MF694127.1
MF145992.1
MF147988.1
MF682804.1
MF147785.1
MF146883.1
MF146646.1
KX978979.1
MF146997.1
MF146695.1
MF147649.1
MF682806.1
KX977879.1
MF146972.1
MF146261.1
MF147110.1
MF145739.1
MF146754.1
MF145919.1
MF147544.1
KX979050.1
KX977885.1
MF146734.1
KR087566.1
MF682726.1
MF575184.1
MF147758.1
KX979136.1
MF146582.1
MF693925.1
MF146642.1
MF147111.1
MF147463.1
MF146331.1
KX978947.1
MF147124.1
MF147866.1
MF145810.1
MF147753.1
MF145827.1
MF147810.1
KX978068.1
MF146772.1
MF147671.1
MF146525.1
MF148133.1
MF146814.1
MF147733.1
KX978687.1
MF575289.1
KR862625.1
KR862656.1
MF575149.1
MF147917.1
MF147036.1
KX979059.1
MF694228.1
MF145988.1
MF146351.1
KX979476.1
KX977655.1
MF145834.1
KX977750.1
KX979299.1
KX978701.1
MF147384.1
MF146550.1
MF148034.1
KX978025.1
MF146875.1
MF146932.1
MF145927.1
KX979096.1
MF146798.1
KX978407.1
MF147549.1
MF146914.1
KX978530.1
KX977951.1
KR862626.1
KX978946.1
MF147968.1
MF575305.1
MF147459.1
MF147294.1
MF693988.1
MF145830.1
MF147306.1
MF146729.1
KX977954.1
KX979521.1
MF146307.1
KX979471.1
KX978907.1
MF682877.1
MF147279.1
MF146456.1
KX978204.1
MF146863.1
MF147175.1
MF146647.1
KX978715.1
KX979153.1
KX977645.1
KX978993.1
KC190176.1
CY185327.1
CY185571.1
CY185587.1
CY185491.1
CY185651.1
CY185547.1
CY185699.1
CY185619.1
CY077002.1
CY184482.1
CY184490.1
CY184498.1
CY125303.1
KJ907489.1
CY207207.1
KX101150.1
KY635758.1
MF461182.1
MF461190.1
KY644185.1
CY036111.1
KF424236.1
KU289897.1
KU289905.1
KU289913.1
KU289921.1
KU289929.1
KU289937.1
FJ357055.1
FJ357039.1
FJ357063.1
FJ357047.1
KU289945.1
KU289953.1
KU289961.1
KY551209.1
CY187113.1
CY187079.1
CY187170.1
CY187178.1
CY187097.1
CY187105.1
CY140697.1
CY140763.1
CY140846.1
CY140878.1
CY140755.1
CY140798.1
CY140862.1
CY185939.1
CY140905.1
CY140921.1
CY140838.1
CY004898.1
CY004744.1
CY004164.1
CY004905.1
CY005017.1
CY004636.1
CY004013.1
CY004672.1
CY004180.1
CY004196.1
CY005189.1
CY047522.1
CY101645.1
CY101448.1
CY101083.1
CY014568.1
CY126970.1
CY102230.1
CY185707.1
CY102961.1
MF046246.1
CY137708.1
CY004955.1
CY103396.1
CY103404.1
CY101365.1
CY103436.1
CY136552.1
CY101573.1
CY004799.1
CY126802.1
CY120779.1
CY136640.1
CY149654.1
CY149662.1
CY149670.1
CY149678.1
CY149750.1
CY149686.1
CY149694.1
CY149702.1
CY149710.1
CY149718.1
CY149726.1
CY149734.1
CY149742.1
CY149766.1
CY149782.1
CY149758.1
CY149774.1
CY149790.1
CY067672.1
CY067680.1
CY096642.1
CY096650.1
CY096658.1
CY096666.1
CY096698.1
CY096706.1
CY096722.1
CY096626.1
CY096634.1
CY096674.1
CY096682.1
CY096690.1
CY096714.1
KX365064.1
KY653929.1
KY644388.1
KX960377.1
KY644241.1
KX960373.1
KY644302.1
KY644323.1
KX960421.1
KX960466.1
KX960462.1
KY644485.1
KY644295.1
KX365075.1
KY644294.1
KX960464.1
KY644431.1
KY644282.1
KY644285.1
KY644465.1
KY644273.1
KY644440.1
KY644217.1
KY673154.1
KJ195678.1
KY644491.1
KX960447.1
KJ195670.1
KY644425.1
KX960401.1
KX960439.1
KY644377.1
KY644439.1
KX960438.1
KX960444.1
KY644349.1
KY644482.1
KY644350.1
KX960420.1
KY644378.1
KY644327.1
KX960432.1
KX960480.1
KY644501.1
KY644476.1
KX365070.1
KY644392.1
KX960440.1
KY644469.1
KY644446.1
KY644194.1
KY644436.1
KY644207.1
KY673158.1
KY644370.1
CY132659.1
CY132903.1
CY132667.1
CY132911.1
CY133627.1
CY132683.1
CY166372.1
CY186734.1
CY186742.1
CY186439.1
CY186650.1
KY583907.1
MG280427.1
CY133571.1
CY133603.1
CY133611.1
CY133619.1
KJ568347.1
KJ568227.1
KJ567923.1
KJ568075.1
KJ568091.1
KJ568275.1
KJ567907.1
KJ568155.1
KJ568107.1
KJ568131.1
KJ568243.1
KJ567899.1
CY166276.1
KY551509.1
KM374036.1
KJ413551.1
KJ413559.1
KJ413567.1
KJ413575.1
KJ413583.1
KJ413597.1
KJ413605.1
KJ413613.1
KJ413621.1
KJ413629.1
KJ413637.1
KJ413645.1
KJ413653.1
KJ413661.1
KJ413669.1
KJ413677.1
KJ413685.1
KJ413693.1
KJ413701.1
KJ413709.1
KJ413717.1
KJ413725.1
KJ413733.1
KJ413495.1
KJ413503.1
KJ413511.1
KJ413519.1
KF424188.1
CY139715.1
CY139723.1
